Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2020-00581,Building Permit,Issued,2/13/2020,Residential | Alteration | 0,"2909 DWIGHT Way,
BERKELEY, CA 94704",35000,55185601000,"SUPERIOR BUILDERS &
REMODELING","3400 CHESTNUT ST, OAKLAND, CA,
CA94608-4227","Interior kitchen remodel. Replace counters, cabinets &
appliances. Fire Zone 2 Property."
B2020-00582,Building Permit,Finaled,2/13/2020,Residential | Alteration | 0,"2734 ASHBY Pl, BERKELEY,
CA 94705",0,52156704600,,,"Repair electrical wire to the side of house.  PG&E
recheck"
B2020-00583,Building Permit,Issued,2/13/2020,Residential | Alteration | 0,"122 AVENIDA Dr, BERKELEY,
CA 94708",0,60248903200,,,"Install  (2) 240v outlets (240v disconnects 20A rated) in
garage"
B2020-00587,Building Permit,Issued,2/13/2020,Residential | Alteration | 0,"1316 1/2 HARMON St,
BERKELEY, CA 94702",3000,52151802500,,,Re-roof rear cottage class A
B2020-00588,Building Permit,Issued,2/13/2020,Residential | Alteration | 0,"2535 CALIFORNIA St,
BERKELEY, CA 94703",0,54180502100,"EARTHWISE ENERGY
SOLUTIONS LLC","PO BOX 1538, SAUSALITO, CA, CA94965","Install 4.9 KW PV solar panels (14 modules) on the roof
with an Energy Storage System."
B2020-00589,Building Permit,Issued,2/13/2020,Mixed Use | Alteration | 0,"999 ANTHONY St, BERKELEY,
CA 94710",0,53165100500,DOME CONSTRUCTION,"363 E GRAND AVE STE G, S SAN FRAN,
CA, CA94080",Temporary Power Pole for B2019-03448
B2020-00590,Building Permit,Issued,2/13/2020,Residential | Alteration | 0,"2330 GRANT St, BERKELEY, CA 94703",8250,55190501300,,,"Remove brick chimney and patch roof. For Transfer Tax Rebate. All work in Unit B. Install gas fireplace unit in remaining firebox. $7250 of total valuation qualifies for
Seismic Transfer Tax Reduction."
B2020-00593,Building Permit,Issued,2/25/2020,Residential | Alteration | 1,"1918 HENRY St 1, BERKELEY,
CA 94704",25000,57205103100,,,"Remodel Unit #1, Reconfigure walls to create hallway, remodel kitchen and bathroom.  Electrical and plumbing upgrades, in-kind replacement of (4) windows."
B2020-00596,Building Permit,Issued,2/18/2020,Residential | Alteration | 0,"1547 BANCROFT Way,
BERKELEY, CA 94703",8750,56200101800,EAST BAY CONSTRUCTION,"2837 14TH ST, SAN PABLO, CA, CA94806","Plan Set A - Seismic retrofit. Install anchor bolts & shear panels around the perimeter foundation in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax
Rebate."
B2020-00597,Building Permit,Finaled,2/18/2020,Residential | Alteration | 0,"1206 CEDAR St, BERKELEY, CA 94702",4800,59229101700,EAST BAY CONSTRUCTION,"2837 14TH ST, SAN PABLO, CA, CA94806","Plan Set A - Seismic Retrofit. Install new anchor bolts & shear panels around the perimeter foundation. Qualifies
For Transfer Tax Rebate."
B2020-00600,Building Permit,Issued,2/13/2020,Commercial | Alteration | 0,"2489 M L KING JR Way,
BERKELEY, CA 94704",0,55189801601,D A W ELECTRIC INC,"118 MAGNOLIA AVE, S SAN FRAN, CA,
CA94080-3447",PG&E Service Recheck.
B2020-00607,Building Permit,Finaled,2/18/2020,Residential | Alteration | 0,"1407 HOLLY St, BERKELEY,
CA 94703",58900,59228402100,"ALAMEDA STRUCTUAL
INC.","1620 CLINTON AVE, ALAMEDA, CA,
CA94501","Foundation replacement per plan by Dave Olnes, PE"
B2020-00612,Building Permit,Issued,2/28/2020,Residential | Alteration | 0,"1821 WOOLSEY St,
BERKELEY, CA 94703",60000,52155001300,,,Replace (E) foundation and shear walls
B2020-00623,Building Permit,Issued,2/20/2020,Residential | Alteration | 0,"2010 BERRYMAN St,
BERKELEY, CA 94709",0,60245300200,A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-
2615",(N) 3.75kW solar installation.
B2020-00624,Building Permit,Finaled,2/18/2020,Residential | Alteration | 0,"2141 WOOLSEY St,
BERKELEY, CA 94705",0,52155500300,"BERKELEY ELECTRIC
INC","909 CAMELIA ST, BERKELEY, CA, CA94710-
1419","200 AMP main panel upgrade and rewire using fishing
method. Subject to field inspection."
B2020-00625,Building Permit,Issued,2/18/2020,Residential | Alteration | 0,"1221 RUSSELL St,
BERKELEY, CA 94702",0,53166401600,BERKELEY ELECTRIC INC,"909 CAMELIA ST, BERKELEY, CA, CA94710-
1419",200 AMP panel upgrade and rewire 75 device outlets using fishing method. Subject to field inspection.
B2020-00630,Building Permit,Issued,2/18/2020,Residential | Alteration | 0,"1728 WALNUT St, BERKELEY,
CA 94709",0,58217700707,"CITY ELECTRIC SERVICE
INC","50 ROLPH PARK DR, CROCKETT, CA,
CA94525-1424","Replace existing 200 amp 240 volt overhead main
service panel with new panel at same location."
B2020-00631,Building Permit,Issued,2/18/2020,Residential | Alteration | 0,"1562 SAN LORENZO Ave,
BERKELEY, CA 94707",1500,62287000200,"NICHOLAS CHRIST
CONSTRUCTION INC","1208 PORTLAND AVE, BERKELEY, CA,
CA94706-1324",Remove top of failing chimney and cap at the top.
B2020-00633,Building Permit,Issued,2/18/2020,Residential | Alteration | 0,"2132 EMERSON St,
BERKELEY, CA 94705",12000,53158602100,"BEST HOME
REMODELING INC","3040 GIANT RD STE 205, SAN PABLO, CA,
CA94806-2273","Like to like bathroom remodel, first floor unit"
B2020-00634,Building Permit,Issued,2/18/2020,Residential | Alteration | 0,"1927 FRANCISCO St,
BERKELEY, CA 94709",0,58217001000,,,"Service upgrade to main house and duplex, increasing house from 100 amp to 200 amps, duplex from 50 to 100 amps each, adding 60 amp branch circuit and 40
amp branch circuit."
B2020-00643,Building Permit,Issued,2/27/2020,Residential | Alteration | 0,"490 VINCENTE Ave,
BERKELEY, CA 94707",0,62290301800,,,"Install 4.02 KW PV solar panels (12 modules) on the
roof, 125 AMP main service upgrade & a EV Charging Inverter. Fire Zone 2 Property."
B2020-00645,Building Permit,Issued,2/20/2020,Residential | Alteration | 0,"2918 ELLIS St, BERKELEY,
CA 94703",0,53160401000,"SUNRUN INSTALLATION
SERVICES, INC","775 FIERO LN STE 200, SN LUIS OBISP,
CA, CA93401-7904","Install 2.32 KW PV solar panels (8 modules) on the
roof."
B2020-00646,Building Permit,Finaled,2/20/2020,Residential | Alteration | 0,"1173 COLUSA Ave,
BERKELEY, CA 94707",0,60243703702,A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-
2615",Install 6.0 KW PV solar panels (16 modules) on the roof & upgrade the main service panel to 125 AMPs.
B2020-00647,Building Permit,Finaled,2/19/2020,Residential | Alteration | 0,"508 BOYNTON Ave,
BERKELEY, CA 94707",0,62294002400,,,"Install EV charging station and upgrade main service
panel to 125 AMPs."
B2020-00648,Building Permit,Issued,2/20/2020,Residential | Alteration | 0,"1333 CARLOTTA Ave,
BERKELEY, CA 94703",0,60244504300,A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 6.0 KW PV solar panels on the roof. New 200
amp service panel"
B2020-00649,Building Permit,Issued,2/21/2020,Residential | Alteration | 0,"675 ARLINGTON Ave,
BERKELEY, CA 94707",11500,62291607400,,,"Remove & replace two (2) livingroom windows, same
sizes & locations. Fire Zone 2 Property."
B2020-00650,Building Permit,Finaled,2/25/2020,Residential | Alteration | 0,"3053 HILLEGASS Ave,
BERKELEY, CA 94705",4203,52156102300,RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544","Remove & replace two (2) livingroom windows, same sizes & locations."
B2020-00651,Building Permit,Issued,2/25/2020,Residential | Alteration | 0,"852 CONTRA COSTA Ave, BERKELEY, CA 94707",5300,61257502300,RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544","Remove & replace two (2) windows, same sizes & locations. Fire Zone 2 Property."
B2020-00652,Building Permit,Issued,2/25/2020,Residential | Alteration | 0,"1732 CHANNING Way,
BERKELEY, CA 94703",7502,55190600200,RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544","Remove & replace three (3) windows, same sizes & locations."
B2020-00653,Building Permit,Issued,2/28/2020,Residential | Alteration | 0,"1236 OXFORD St, BERKELEY,
CA 94709",0,60246601400,,,Install (1) circuit breaker and (1) eGauge
B2020-00654,Building Permit,Finaled,2/19/2020,Residential | Alteration | 1,"2409 MILVIA St, BERKELEY,
CA 94704",0,55189601700,"ALBERT NAHMAN
PLUMBING","3333 M. L. KING JR. WAY, BERKELEY, CA,
CA94703",Wall heater and vent replacement.
B2020-00655,Building Permit,Issued,2/19/2020,Residential | Alteration | 0,"1171 CAMELIA St, BERKELEY,
CA 94702",9000,60240101600,A MENDOZA ROOFING,"21418 OCEANVIEW DR, HAYWARD, CA,
CA94541",Tear off and install new comp shingle cool roof 13 sq ft.
B2020-00657,Building Permit,Issued,2/19/2020,Residential | Alteration | 0,"2842 HILLEGASS Ave,
BERKELEY, CA 94705",22000,53169301200,DAVID GRUBB CONSTRUCTION INC,"2808 WEBSTER ST, BERKELEY, CA, CA94705",Install direct vent fireplace insert in existing first floor chimney. Interior remodel of second floor bathroom.
B2020-00658,Building Permit,Issued,2/19/2020,Residential | Alteration | 0,"1330 CARLETON St,
BERKELEY, CA 94702",0,54179203100,"MORENO ELECTRIC
COMPANY","650 BROADMOOR BLVD, SAN LEANDRO,
CA, CA94577",200 AMP Temp Power pole
B2020-00660,Building Permit,Finaled,2/19/2020,Residential | Alteration | 0,"687 SPRUCE St, BERKELEY,
CA 94707",0,63295801400,,,"Install fireplace insert in existing chimney. Fire Zone 2
Property."
B2020-00663,Building Permit,Finaled,2/19/2020,Residential | Alteration | 0,"2910 ELLIS St, BERKELEY,
CA 94703",0,53160400800,ALL THINGS GOOD,"6112 SUTTER AVE, RICHMOND, CA,
CA94804-5350",Replace (E) water heater in same location.
B2020-00665,Building Permit,Issued,2/19/2020,Residential | Alteration | 0,"2812 RUSSELL St,
BERKELEY, CA 94705",4500,52156601900,SAFETY CONSTRUCTION,"2550 HIGHLAND AVE, OAKLAND, CA,
CA94606","Plan Set A - Seismic retrofit. Qualifies for Transfer Tax
Rebate."
B2020-00666,Building Permit,Issued,2/19/2020,Residential | Alteration | 0,"399 VASSAR Ave, BERKELEY,
CA 94708",0,62294602800,"COACHES HVAC
EXTRAORDINAIR","7277 PACIFIC AVE, STOCKTON, CA,
CA95207-1950","3 Ton Godman Horizontal furnace Change Out located
in garage and R6 ductwork"
B2020-00668,Building Permit,Finaled,2/19/2020,Residential | Alteration | 0,"2117 WOOLSEY St,
BERKELEY, CA 94705",0,52155501000,,,"240 V 40 AMP circuit for EV charger and dedicated
circuit."
B2020-00670,Building Permit,Issued,2/19/2020,Residential | Alteration | 0,"755 CRAGMONT Ave,
BERKELEY, CA 94708",18500,63296002800,STYLE & STRUCTURE INC,"3478 BUSKIRK AVE STE 1000, PLEASANT HILL, CA, CA94523-4378","Bath remodel, remove tub and install new shower, change vanity location, and mechanical & electrical
upgrades.  Fire zone 2"
B2020-00673,Building Permit,Finaled,2/24/2020,Residential | Alteration | 0,"919 SAN BENITO Rd,
BERKELEY, CA 94707",0,61258900800,A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-
2615",Install 3.41 KW PV solar panels on the roof.
B2020-00675,Building Permit,Issued,2/20/2020,Residential | Alteration | 0,"1835 VIRGINIA St, BERKELEY,
CA 94703",0,58216602200,"RYAN & CAMPBELL
CONSTRUCTION","2040 BERRYMAN ST, BERKELEY, CA,
CA94709-1958","Temporary power pole for house lift & remodel under
B2019-04883."
B2020-00681,Building Permit,Finaled,2/20/2020,Residential | Alteration | 0,"1417 BERKELEY Way,
BERKELEY, CA 94702",10303,57207501200,"COPP ROOFING &
CONSTRUCTION INC","26852 CA-189, BLUE JAY, CA, CA92317","Remove existing roof, install new comp shingles."
B2020-00684,Building Permit,Issued,2/20/2020,Residential | Alteration | 0,"1615 MCGEE Ave,
BERKELEY, CA 94703",0,58216301400,,,Installation of EV charging station in driveway.
B2020-00685,Building Permit,Issued,2/20/2020,Residential | Alteration | 0,"797 SAN LUIS Rd, BERKELEY,
CA 94707",0,61258103901,VC ELECTRIC,"7261 HANSEN DR, DUBLIN, CA, CA94568-
2738","Replace and upgrade to 200 amp electrical meter main
panel and two sub-panels."
B2020-00687,Building Permit,Finaled,2/21/2020,Residential | Alteration | 0,"1609 VISALIA Ave,
BERKELEY, CA 94707",25000,62290303300,A Y ENGINEERING,"18 NORTH HILL CT, OAKLAND, CA,
CA94618","Replace foundation on back and rear left, replace wood
post footings."
B2020-00689,Building Permit,Issued,2/21/2020,Residential | Alteration | 0,"2131 ASHBY Ave, BERKELEY,
CA 94705",0,53158801200,"ONE HOUR HEATING
AND AIR","1400 PETALUMA HILL RD, SANTA ROSA,
CA, CA95404",125amp main panel replacement no added loads
B2020-00690,Building Permit,Issued,2/21/2020,Residential | Alteration | 0,"625 SPRUCE St, BERKELEY,
CA 94707",0,63295205400,"A-1 GUARANTEED
HEATING & AIR C","1768 BROADWAY, VALLEJO, CA, CA94589",Installing ducted mini split and water heater
B2020-00691,Building Permit,Issued,2/21/2020,Residential | Alteration | 0,"1824 SIXTY-SECOND St,
BERKELEY, CA 94703",0,52143300400,ABC COOLING HEATING & PLUMBING INC,"3266 INVESTMENT BLVD, HAYWARD, CA, CA94545-3807",Furnace and duct replacement
B2020-00696,Building Permit,Issued,2/21/2020,Residential | Alteration | 0,"1208 ROSE St, BERKELEY,
CA 94702",0,59229000300,"ALBERT NAHMAN
PLUMBING","3333 M. L. KING JR. WAY, BERKELEY, CA,
CA94703",Tankless water heater in garage.
B2020-00700,Building Permit,Issued,2/21/2020,Residential | Alteration | 0,"738 CRAGMONT Ave,
BERKELEY, CA 94708",0,63295901300,,,"Replace existing fuse box, re-feed knob and tube
circuits and add ground. replace existing water heater that was buried in mud."
B2020-00701,Building Permit,Issued,2/21/2020,Residential | Alteration | 0,"11 ALVARADO Rd,
BERKELEY, CA 94705",0,64422601100,,,"Replace existing Electrical Panel 200amp upgrade as well as replace existing faulty wiring. New GFCI outdoor
electrical outlets (3)."
B2020-00702,Building Permit,Issued,2/21/2020,Residential | Alteration | 0,"1635 JOSEPHINE St,
BERKELEY, CA 94703",0,58216602600,"GENDUN CHOEPHEL
ELECTRIC","4017 CLINTON AVE, RICHMOND, CA,
CA94805-1837",Install (1) fan and switch in bathroom.
B2020-00706,Building Permit,Finaled,2/24/2020,Residential | Alteration | 0,"1035 SHATTUCK Ave,
BERKELEY, CA 94707",24900,61255804801,DUVAL CONSTRUCTION INC,"8642 TERRACE DR, EL CERRITO, CA, CA94530","Work to be done as part of Berkeley's Transfer Tax Rebate Program.  Remove and replace two (2) existing perimeter foundation sections per plans.  Install new bolted sill plates.  RE-work shear walls per plans.
Applicant gave incorrect valuation. Per applicant, change valuation from $18,500 to $24,900."
B2020-00707,Building Permit,Issued,2/24/2020,Commercial | Alteration | 0,"940 PARKER St, BERKELEY, CA 94710",0,54176500100,PACIFIC PLUMBING SYSTEMS INC,"2120 ADAMS AVE, SAN LEANDRO, CA, CA94577",Install new/separate PG&E gas meter for water and space heating equipment for The Rare Barrel Brewery
B2020-00708,Building Permit,Issued,2/24/2020,Residential | Alteration | 0,"1425 M L KING JR Way, BERKELEY, CA 94709",2000,59226902700,GEHL DESIGN/ BUILD,"79 ARLINGTON AVE, KENSINGTON, CA, CA94707-1131","Repair works for Units A & B see housing report for (Unit A H2019-00785 Items #1) and (Unit A H2019- 00787 items #3,4,5,6,8,9,12)
(Unit B, H2019-00786, Item #1) and (Unit B, H2019-
00788, items #4,7&8.  All fixing electrical outlets"
B2020-00710,Building Permit,Finaled,2/24/2020,Residential | Alteration | 0,"2424 EDWARDS St,
BERKELEY, CA 94702",4000,56191901100,BLUE HERON BUILDER,"5638 COLUMBIA AVE, RICHMOND, CA, CA94804-5630","Remove (e) chimney and fireplace, reframe and insulate wall.  Repair shingle, stucco and new gutter. work qualifies for Seismic Transfer Tax Reduction."
B2020-00712,Building Permit,Issued,2/27/2020,Residential | Alteration | 0,"1800 ACTON St, BERKELEY,
CA 94702",1072,57207800800,,,"Remove & replace one (1) bedroom window, same size
& location."
B2020-00715,Building Permit,Issued,2/24/2020,Residential | Alteration | 0,"1417 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",69000,60249305400,,,"Replace (12) existing windows, (1) French door size and
(1) front door, same size and location. See Sewer Lateral permit # P2011-00940"
B2020-00717,Building Permit,Finaled,2/24/2020,Residential | Alteration | 0,"1656 RUSSELL St,
BERKELEY, CA 94703",9800,53160903600,QUANG & CO ROOFING,"927 E 17TH ST, OAKLAND, CA, CA94606","13 squares - tear off and install 30 year composition
shingle"
B2020-00720,Building Permit,Issued,2/24/2020,Residential | Alteration | 0,"1643 PRINCE St 8,
BERKELEY, CA 94703",0,53160600700,COOPER & HAWKINS INC,"2701 SAN PABLO AVE, BERKELEY, CA,
CA94702",Replace existing wall furnace with like-in-kind
B2020-00722,Building Permit,Issued,2/24/2020,Residential | Alteration | 0,"2129 EMERSON St,
BERKELEY, CA 94705",0,53158701200,SAVE A LOT SOLAR,"6114 LA SALLE AVE #760, OAKLAND, CA,
CA94611","Install 2.7 KW PV solar panel (8 modules) on the roof
with a new 125 AMP subpanel."
B2020-00724,Building Permit,Issued,2/26/2020,Residential | Alteration | 0,"1216 DELAWARE St,
BERKELEY, CA 94702",0,57208200408,SAVE A LOT SOLAR,"6114 LA SALLE AVE #760, OAKLAND, CA,
CA94611","Install 2.345 KW PV solar panels (7 modules) on the
roof."
B2020-00725,Building Permit,Issued,2/26/2020,Residential | Alteration | 0,,0,57208200408,SAVE A LOT SOLAR,"6114 LA SALLE AVE #760, OAKLAND, CA,
CA94611","Install 2.345 KW PV solar panels (7 modules) on the
roof."
B2020-00727,Building Permit,Issued,2/24/2020,Residential | Alteration | 0,"26 NORTHGATE Ave,
BERKELEY, CA 94708",30000,60246901400,"EUREKA VALLEY
CONSTRUCTION","6201 HARWOOD AVE, OAKLAND, CA,
CA94618",Bath remodel 2nd Floor.  Fire zone
B2020-00731,Building Permit,Issued,2/28/2020,Residential | Alteration | 0,"1712 FRANCISCO St,
BERKELEY, CA 94703",16613,58215902800,RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544",INSTALL 8 REPLACEMENT WINDOWS - NO SIZE CHANGE.
B2020-00732,Building Permit,Issued,2/27/2020,Residential | Alteration | 0,"2001 ESSEX St, BERKELEY,
CA 94703",0,53159301300,,,"Install 2.68 KW PV solar panels (8 modules) on the
roof."
B2020-00735,Building Permit,Issued,2/26/2020,Residential | Alteration | 0,"2804 ACTON St, BERKELEY,
CA 94702",2435.16,53166700300,"BAY VALLEY
INSULATION INC","44875 INDUSTRIAL DR STE I, FREMONT,
CA, CA94538-6403","Installation 1902SF of R-19 unfaced fiberglass batt to
subfloor only."
B2020-00736,Building Permit,Finaled,2/25/2020,Residential | Alteration | 0,"1406 STANNAGE Ave,
BERKELEY, CA 94702",1400,60239702500,THE CHELSEA CO,"625 56TH ST, OAKLAND, CA, CA94609","Remove chimney to roof line, repair & patch as necessary with like materials. On the interior, infill the fireplace opening with bricks to make it inoperable."
B2020-00738,Building Permit,Issued,2/25/2020,Residential | Alteration | 0,"733 THE ALAMEDA,
BERKELEY, CA 94707",14673.6,61257507000,,,"This seismic retrofit is in accordance with CEBC Chapter A3 and has an accepted Standard Plan Set A. For EBB Program. Work qualifies for Seismic Transfer
Tax Reduction"
B2020-00744,Building Permit,Issued,2/25/2020,Residential | Alteration | 0,"625 SPRUCE St, BERKELEY,
CA 94707",22680,63295205400,"NORTHERN CALIFORNIA
ROOFING","875 COTTING LANE STE. I, VACAVILLE,
CA, CA95688","Remove (E) roof system, replace with new comp
system."
B2020-00746,Building Permit,Issued,2/25/2020,Residential | Alteration | 0,"964 KEELER Ave, BERKELEY, CA 94708",20000,63297001000,,,"Remodel of existing kitchen; in-kind replacement of (2) windows, upgrade plumbing fixtures to meet water efficiency standards, upgrade smoke and CO alarms to
meet code."
B2020-00747,Building Permit,Issued,2/28/2020,Residential | Alteration | 0,"2150 N N VALLEY St,
BERKELEY, CA 94702",6000,56199403704,,,"Replace (5) old single pane windows with tilt pack
double pane."
