Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2019-04699,Building Permit,Issued,11/5/2019,Residential | Alteration | 0,"2959 LINDEN Ave,
BERKELEY, CA 94705",50000,52156510100,MACLEOD DESIGN & CONSTRUCTION,"1701 M L KING JR WAY, BERKELEY, CA, CA94709","Kitchen remodel, window and door replacement, move interior door over 1 foot and exterior door over 6 inches
and heat-pump installation."
B2019-04701,Building Permit,Finaled,11/14/2019,Residential | Alteration | 0,"1641 TACOMA Ave,
BERKELEY, CA 94707",0,62287201200,KINGDOM SOLAR,"4857 VALLEY WAY, ANTIOCH, CA,
CA94531-7623",Install 5.2 KW solar roof mount PV system.
B2019-04708,Building Permit,Finaled,11/1/2019,Residential | Alteration | 0,"2105 SACRAMENTO St,
BERKELEY, CA 94702",0,56200003500,PJ ERWIN ELECTRIC,"3247 SYLVAN AVE, OAKLAND, CA, CA94602-3957","New 200 amp main panel to replace old fused panel. Location will be on opposite side of house from
existing location."
B2019-04709,Building Permit,Issued,11/4/2019,Residential | Alteration | 0,"2124 WARD St, BERKELEY,
CA 94705",0,54172002300,"TESLA ENERGY
OPERATIONS","6800 DUMBARTON CIR, FREMONT, CA,
CA94555-3646",Install one (1) 13.5 KW Energy Storage System.
B2019-04711,Building Permit,Finaled,11/12/2019,Commercial | Alteration | 1,"2270 SHATTUCK Ave,
BERKELEY, CA 94704",0,57202800200,,,"Install new track lighting fixtures, one (1) receptacle & one (1) switch. NRCA exception #4. Section 141.0b2I alterations with less than 20 luminaires, acceptance testing is nor required per the 2016 Energy Efficiency
Standard."
B2019-04715,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"1945 EL DORADO Ave, BERKELEY, CA 94707",0,61257300400,"SUNPOWER
CORPORATION SYSTEMS","120 S CENTRAL AVE STE 350, CLAYTON, MO, MO63105",Install 5.20 KW PV solar panels (13 modules) on the roof. Fire Zone 2 Property.
B2019-04723,Building Permit,Issued,11/14/2019,Residential | Alteration | 1,"2644 DWIGHT Way,
BERKELEY, CA 94704",47552,55184600300,,,"Remove & replace one hundred fourteen (114) windows, same sizes & locations in Units #1 to Unit #29.
**Revision submitted to change bedroom closet and living room operable windows from tempered glass to
regular glazing. No increase in valuation**"
B2019-04733,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"11 TANGLEWOOD Rd,
BERKELEY, CA 94705",0,"048H76800190
0",CLEAN SOLAR INC,"1445 KOLL CIR STE 109, SAN JOSE, CA, CA95112-4611","Install 5.1 KW PV solar panels (15 modules) on the roof with a new 125 AMP subpanel. Fire Zone 2
Property."
B2019-04734,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"3037 ELLIS St, BERKELEY,
CA 94703",0,53160202100,CLEAN SOLAR INC,"1445 KOLL CIR STE 109, SAN JOSE, CA,
CA95112-4611","Install 3.72 KW PV solar panels (12 modules) on the
roof."
B2019-04737,Building Permit,Issued,11/20/2019,Mixed Use | Alteration | 0,"2138 CENTER St 14,
BERKELEY, CA 94704",3850,57203101300,,,Replace kitchen cabinets & bathroom fixtures.
B2019-04738,Building Permit,Finaled,11/20/2019,Mixed Use | Alteration | 0,"2138 CENTER St 1,
BERKELEY, CA 94704",3850,57203101300,"WINFIELD
CONSTRUCTION CO","1096 YERBA BUENA AVE, EMERYVILLE,
CA, CA94608",Replace kitchen cabinets & bathroom fixtures.
B2019-04752,Building Permit,Issued,11/5/2019,Residential | Alteration | 0,"1811 BERKELEY Way,
BERKELEY, CA 94703",3000,57206301600,,,Replace (e) exterior front stair stringers and treads.
B2019-04758,Building Permit,Finaled,11/6/2019,Residential | Alteration | 0,"2228 PARKER St, BERKELEY,
CA 94704",0,55182802900,510 SOLAR,"3122 BROOKDALE AVE, OAKLAND, CA,
CA94602-3123","Install 4.97 KW PV solar panels (14 modules) on the
roof."
B2019-04759,Building Permit,Issued,11/19/2019,Residential | Alteration | 1,"3154 LEWISTON Ave,
BERKELEY, CA 94705",50000,52156307900,HDR REMODELING,"2952 SACRAMENTO ST, BERKELEY, CA,
CA94702","Demo & Rebuild existing front porch & stair. Add
structural columns to existing porch roof."
B2019-04761,Building Permit,Issued,11/1/2019,Residential | Alteration | 0,"483 BOYNTON Ave,
BERKELEY, CA 94707",0,62294203000,,,Upgrade panel to 200 amp service
B2019-04762,Building Permit,Finaled,11/27/2019,Residential | Alteration | 0,"1199 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",18615,63316003300,BAY AREA RETROFIT,"427 SAN PABLO AVE, ALBANY, CA, CA94706-1124",Engineered Voluntary Seismic Retrofit in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate. Must Comply with Fire Zone 2 Requirements.
B2019-04763,Building Permit,Issued,11/1/2019,Residential | Alteration | 0,"1312 CARRISON St,
BERKELEY, CA 94702",0,53162502202,ABC COOLING HEATING & PLUMBING INC,"3266 INVESTMENT BLVD, HAYWARD, CA, CA94545-3807","Replace furnace, ducting and gasline"
B2019-04764,Building Permit,Issued,11/1/2019,Residential | Alteration | 0,"1709 BANCROFT Way,
BERKELEY, CA 94703",0,56200902101,,,"Replace broken gas furnance with electric heat pump.
Electrical added for wiring."
B2019-04766,Building Permit,Issued,11/1/2019,Residential | Alteration | 0,"1619 WALNUT St,
BERKELEY, CA 94709",35000,58217902500,,,"Reroof- tear off & install bright torch down & asphalt
shingles and gutter repair"
B2019-04768,Building Permit,Issued,11/4/2019,Residential | Alteration | 0,"1529 BERKELEY Way,
BERKELEY, CA 94703",0,57206800900,BERKELEY ELECTRIC INC,"909 CAMELIA ST, BERKELEY, CA, CA94710-1419","Addendum: Replacing all the hazardous knob & tub wiring in 1529 & 1531-A and (3) hard-wired smoke detectors at each address.
Upgrade existing 100A 3-meter upgrade to 200A, 3- meters surface-mounted. Replacing hazardous outdoor fuse panel with 2 each 70 amp 2--space subpanels for Triplex (1529, 1531-A and 1531-2
Berkeley Way."
B2019-04774,Building Permit,Finaled,11/14/2019,Residential | Alteration | 0,"1526 JOSEPHINE St,
BERKELEY, CA 94703",0,59227201000,"BAY AREA SOLAR
SOLUTIONS","32 SHERBURNE HILLS RD, DANVILLE, CA,
CA94526-4419",Installing(12) roo0fmounted solar panels. 3.84 KW
B2019-04783,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"1422 HEARST Ave,
BERKELEY, CA 94702",0,57207502500,TOM MARTIN PLUMBING,"5111 TELEGRAPH AVE # 331, OAKLAND,
CA, CA94609-1925",Replace (E) tank less water heater.
B2019-04785,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"2224 PARKER St, BERKELEY,
CA 94704",0,55182802900,,,400 AMP panel upgrade with new house meter.
B2019-04787,Building Permit,Finaled,11/20/2019,Residential | Alteration | 0,"933 CRESTON Rd,
BERKELEY, CA 94708",0,63312005700,SYNERGY 768 INC DBA SOLAR UNIVERSE - BRENTWOOD,"9000 BRENTWOOD BLVD STE A, BRENTWOOD, CA, CA94513-4045","Install 3.735 KW solar roof mount PV system. The PV system does include (2) Tesla Powerwall Storage Batteries. Must Comply with Fire Zone 2
Requirements."
B2019-04788,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"2426 EIGHTH St, BERKELEY,
CA 94710",0,56193901300,,,Replacing (E) wall heater in Unit A.
B2019-04789,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"1057 DWIGHT Way,
BERKELEY, CA 94710",0,56193201201,,,Wall heater replacement
B2019-04791,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"964 KEELER Ave, BERKELEY,
CA 94708",0,63297001000,SAVE A LOT SOLAR,"6114 LA SALLE AVE #760, OAKLAND, CA,
CA94611","7.3kw DC Pv roof mounted solar system 20 LG 335W
Modules. Fire zone 2"
B2019-04795,Building Permit,Finaled,11/4/2019,Residential | Alteration | 0,"40 TAMALPAIS Rd,
BERKELEY, CA 94708",0,60247301803,411 HEATING & AC,"PO BOX 2113, CONCORD, CA, CA94521-
0013",All duct and furnace swap out
B2019-04799,Building Permit,Finaled,11/13/2019,Residential | Alteration | 0,"562 WOODMONT Ave,
BERKELEY, CA 94708",0,63310001700,REGAL SOLAR ELECTRIC INC,"5020 PACHECO BLVD, MARTINEZ, CA, CA94553-4327","Install 6.72 KW PV solar panels (21 modules) on the roof with a new 125 AMP subpanel. Fire Zone 2
Property."
B2019-04800,Building Permit,Finaled,11/7/2019,Residential | Alteration | 0,"825 SAN LUIS Rd,
BERKELEY, CA 94707",0,61258103400,,,(N) 5.18kW solar installation. Fire zone 2
B2019-04801,Building Permit,Issued,11/5/2019,Residential | Alteration | 0,"1227 ASHBY Ave, BERKELEY,
CA 94702",0,53162801800,,,"Service upgrade to 200amps, new sub panel 125amp,
re-wire via fishing method"
B2019-04804,Building Permit,Issued,11/22/2019,Residential | Alteration | 0,"1610 SIXTH St B, BERKELEY, CA 94710",0,57211700300,"SUNRUN INSTALLATION SERVICES, INC","775 FIERO LN STE 200, SN LUIS OBISP, CA, CA93401-7904","Install 7.6 KW PV solar panels (20 modules) with a new 100 AMP Subpanel & 9.8 KW Energy Storage
System."
B2019-04806,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"527 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",6132,63310003900,T & D CONTRACTING SERVICES,"3682 EDMONTON WAY, CONCORD, CA, CA94520-1408",Plan Set A - Seismic Retrofit of perimeter foundation in crawlspace. In accordance with Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate. Fire Zone 2 Property.
B2019-04808,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"701 CRESTON Rd,
BERKELEY, CA 94708",0,63311003400,GILL'S ELECTRIC CO,"909 7TH ST, OAKLAND, CA, CA94607-3101","Upgrade existing 100amp main electrical service to 200amp. Install 40amp 220-240 volt circuit for vehicle
charger"
B2019-04812,Building Permit,Finaled,11/15/2019,Residential | Alteration | 0,"2389 EUNICE St, BERKELEY, CA 94708",15000,61255300900,HOME HEALING RENOVATIONS,"702 HARRISON ST STE 8, BERKELEY, CA, CA94710-1358","Engineered Voluntary Seismic Strengthening. Must Comply with Fire Zone 2 Requirements.
**Applicant to bring in signed plans & special
inspection forms. ALJ**"
B2019-04813,Building Permit,Issued,11/5/2019,Residential | Alteration | 0,"767 HILLDALE Ave,
BERKELEY, CA 94708",0,63296306301,EMPOWER ELECTRIC,"PO BOX 750391, PETALUMA, CA, CA94975",Relocate conduit above main box.
B2019-04817,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"520 COLUSA Ave,
BERKELEY, CA 94707",0,62286700400,"FIGHTING AMISH
ELECTRIC","2339 HOWE ST, BERKELEY, CA, CA94705-
1923",Replace attic knob and tube wiring
B2019-04818,Building Permit,Finaled,11/5/2019,Residential | Alteration | 0,"3025 HARPER St, BERKELEY, CA 94703",5000,53160102500,"BRIDGES
CONSTRUCTION SERVICES INC","PO BOX 628, SAN LORENZO, CA, CA94580 0628",Plan Set A - Seismic Retrofit. Qualifies for Transfer Tax Rebate.
B2019-04820,Building Permit,Issued,11/18/2019,Residential | Alteration | 0,"3045 HILLEGASS Ave,
BERKELEY, CA 94705",0,52156102400,,,New water heater
B2019-04823,Building Permit,Issued,11/7/2019,Residential | Alteration | 0,"1333 GRANT St, BERKELEY,
CA 94703",0,60244503000,A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 5.92 KW PV solar panels (16 modules) on the
roof."
B2019-04826,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"1309 BLAKE St, BERKELEY,
CA 94702",12330,54178301400,"A-TAYLOR MADE
WINDOW","5327 JACUZZI ST STE 5E, PT RICHMOND,
CA, CA94804","Replace nine (9) living room, dining room & bathroom
windows, same sizes & locations."
B2019-04829,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"1339 LA LOMA Ave, BERKELEY, CA 94708",5000,60247503500,EVERLAST CONSTRUCTION,"1270 SPRINGBROOK RD STE 101, WALNUT CREEK, CA, CA94597-3971","Remove & replace skylight, same size & location. Tear off old roof & replace with composition shingles.
Replace exterior outlet @ main floor deck. Fire Zone 2
Property."
B2019-04830,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"2739 CHANNING Way,
BERKELEY, CA 94704",850,55186900400,ROOF GUYS,"3230 ARENA BLVD STE 240-400,
SACRAMENTO, CA, CA95834-1099","3 squares - remove and install new asphalt
composition (Class A) - Property in Fire Zone 2"
B2019-04831,Building Permit,Finaled,11/7/2019,Residential | Alteration | 0,"825 SANTA BARBARA Rd,
BERKELEY, CA 94707",0,61258205600,A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 5.55 KW PV solar panels (15 modules) on the
roof. Fire Zone 2 Property."
B2019-04837,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"1130 HOPKINS St,
BERKELEY, CA 94702",0,59228800300,"KASHANEH
CONSTRUCTION INC","1552 BEACH ST STE T, OAKLAND, CA,
CA94608-3525",Temporary Power during construction (100A)
B2019-04842,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"1 NOGALES St, BERKELEY,
CA 94705",0,64424500100,BLUE ELECTRIC,"1600 MILVIA ST, BERKELEY, CA, CA94709",Transfer switch install
B2019-04843,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"652 ENSENADA Ave,
BERKELEY, CA 94707",5000,62287700100,,,"Engineered foundation repair, 25 linear feet."
B2019-04844,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"2203 SPAULDING Ave,
BERKELEY, CA 94703",8106.71,56200100100,PRIORITY CONSTRUCTION,"1116 5TH AVE, CROCKETT, CA, CA94525-
1323","Interior kitchen & bath remodel, remove nonbearing partition wall. Removed tanked water heater & replace with tankless water heater on the exterior. Upgrade
electrical, mechanical & plumbing."
B2019-04846,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"1144 EUCLID Ave,
BERKELEY, CA 94708",0,61255104300,HIGH DEFINITION SOLAR,"1190 BURNETT AVE STE F, CONCORD, CA, CA94520-5612","Install 3.66 KW PV solar panels (12 modules) on the roof. Fire Zone 2 Property.
**Revision to add new 100 AMP subpanel. No increase
in valuation."
B2019-04847,Building Permit,Finaled,11/6/2019,Residential | Alteration | 0,"1314 ORDWAY St,
BERKELEY, CA 94702",13317,60241605000,RCR INC,"3993 STAR RIDGE RD, HAYWARD, CA,
CA94542","Remove existing old roof and install new 30# felt new
Class A asphalt shingles."
B2019-04848,Building Permit,Issued,11/6/2019,Residential | Alteration | 0,"697 ARLINGTON Ave,
BERKELEY, CA 94707",17280,62291607100,RCR INC,"3993 STAR RIDGE RD, HAYWARD, CA,
CA94542","Remove existing old roof and install new sheeting &
Class A asphalt shingles."
B2019-04849,Building Permit,Issued,11/7/2019,Residential | Alteration | 0,"2910 ADELINE St B,
BERKELEY, CA 94703",0,53159800700,"BERKELEY PLUMBING
AND HEATING CO INC","2160 DWIGHT WAY, BERKELEY, CA,
CA94704-2015",Replace direct vent furnace
B2019-04850,Building Permit,Issued,11/7/2019,Residential | Alteration | 0,"1632 PARKER St, BERKELEY, CA 94703",42000,54180402500,WINFIELD CONSTRUCTION CO,"1096 YERBA BUENA AVE, EMERYVILLE, CA, CA94608","Termite Repair per Report #192335, Dated 10/29/19. Items 3A, 6A, 6B, 6C & 6D. Replace siding, decking & one (1) 2 x 12 stringer. Replace door trims & jambs.
**Revision 01 to replace insulation and sheetrock on west perimeter wall of kitchen. Remove and reinstall existing cabinet (same layout). Increase valuation from
$30,000 to $42,000.
**Revision 02 to add installation of insulation & sheetrock to the East & North walls. No increase in valuation."
B2019-04851,Building Permit,Issued,11/7/2019,Residential | Alteration | 0,"1715 ADDISON St,
BERKELEY, CA 94703",0,56201101201,,,Installing line for dryer add one fix appliance outlet
B2019-04852,Building Permit,Finaled,11/13/2019,Residential | Alteration | 0,"1334 BLAKE St, BERKELEY, CA 94702",6400,54179002500,NORCAL FOUNDATION SUPPORT,"4861 SUNRISE DR STE 105, MARTINEZ, CA, CA94553-8602","Engineered Voluntary Seismic Retrofit for anchorage of mudsill to foundation. Provide plywood sheathing at
cripple walls."
B2019-04855,Building Permit,Finaled,11/14/2019,Residential | Alteration | 0,"2010 PRINCE St, BERKELEY,
CA 94703",0,52155401600,"BAY AREA SOLAR
SOLUTIONS","32 SHERBURNE HILLS RD, DANVILLE, CA,
CA94526-4419","Install 3.35 KW PV solar panels (10 modules) on the
roof."
B2019-04857,Building Permit,Issued,11/18/2019,Residential | Alteration | 0,"315 VERMONT Ave,
BERKELEY, CA 94707",0,62294903600,ENERGY SERVICE PARTNERS INC,"970 W 190TH ST STE 302, TORRANCE, CA, CA90502-1045","Install 5.270 KW PV solar panels (17 modules) on the roof. Fire Zone 2 Property.
**Revision (01) to upgrade the main electrical service panel to 225 AMPs & install a new 200 AMP main
breaker. No increase in valuation.**"
B2019-04858,Building Permit,Issued,11/22/2019,Residential | Alteration | 0,"1610 SIXTH St A, BERKELEY, CA 94710",0,57211700300,"SUNRUN INSTALLATION SERVICES, INC","775 FIERO LN STE 200, SN LUIS OBISP, CA, CA93401-7904","Install 7.6 KW PV solar panels (17 modules) on the roof with one (1) 9.8 KW Energy Storage System. Add
new 100 AMP Subpanel."
B2019-04865,Building Permit,Finaled,11/7/2019,Residential | Alteration | 0,"2748 CALIFORNIA St,
BERKELEY, CA 94703",0,54173300700,TRANSFORM ELECTRICAL & LIGHTING,"PO BOX 170, CONCORD, CA, CA94522","Rewire house using fishing method, add new 100 AMP sub panel. Subject to field inspection."
B2019-04867,Building Permit,Issued,11/14/2019,Residential | Alteration | 0,"1344 BLAKE St, BERKELEY,
CA 94702",0,54179002700,,,Water Heater Replacement
B2019-04869,Building Permit,Finaled,11/22/2019,Commercial | Alteration | 1,"1632 HOPKINS St,
BERKELEY, CA 94707",17000,60244505301,,,"Repair Glazing in panes with bullet holes and chips.
Replace remaining glazing to match."
B2019-04870,Building Permit,Finaled,11/20/2019,Residential | Alteration | 0,"1653 ASHBY Ave, BERKELEY,
CA 94703",6000,53160800500,"EVERLAST
CONSTRUCTION","1270 SPRINGBROOK RD STE 101,
WALNUT CREEK, CA, CA94597-3971","Remodell bathroom, remove and replace electrical,
mechanical, and plumbing."
B2019-04876,Building Permit,Finaled,11/14/2019,Residential | Alteration | 0,"977 TULARE Ave, BERKELEY,
CA 94707",0,61261802600,"BAY AREA SOLAR
SOLUTIONS","6979 SIERRA CT, DUBLIN, CA, CA94568-
2641",Installing 11 roof mount solar panels. 3.30KW
B2019-04877,Building Permit,Finaled,11/13/2019,Residential | Alteration | 0,"2976 OTIS St, BERKELEY, CA
94703",0,53159901500,,,"Solar roof mount 8.76KW 28 modules, new 20AMP breaker.
3 units front building: 2976, 2978, & 2980 Otis St Rear unit: 2982 Otis St
All meters on front building"
