Permit.Number,Status,Date.Issued,Building.Type,Work.Type,StreetNumber,StreetName,StreetType,Valuation,Work.Description,Property.Address
B2022-04080,Issued,09/20/2022,Residential,Alteration,1314,MILVIA,St,9143.2,Engineered Voluntary Seismic Upgrade In accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate.,"1314 MILVIA St, Berkeley, CA"
B2022-04081,Issued,09/08/2022,Residential,Alteration,2436,EDWARDS,St,6780.0,"Install 200amp main overheard service, 200amp combo meter/main","2436 EDWARDS St, Berkeley, CA"
B2022-04083,Issued,09/01/2022,Residential,Alteration,2436,BROWNING,St,0.0,Replace and install electric heat pump water heater- in kind.,"2436 BROWNING St, Berkeley, CA"
B2022-04084,Issued,09/19/2022,Residential,Alteration,2427,BROWNING,St,5000.0,Voluntary seismic upgrade foundation plates and anchor bolts for transfer tax rebate.,"2427 BROWNING St, Berkeley, CA"
B2022-04088,Issued,11/16/2022,Residential,Alteration,2733,ALCATRAZ,Ave,9520.0,seismic upgrade per Plan Set A.,"2733 ALCATRAZ Ave, Berkeley, CA"
B2022-04089,Issued,11/18/2022,Residential,Alteration,1813,SIXTY-THIRD,St,45000.0,Soft Story Retrofit per BMC 19.39. For Retrofit Grants Program.,"1813 SIXTY-THIRD St, Berkeley, CA"
B2022-04090,Issued,09/01/2022,Residential,Alteration,1812,FRANCISCO,St,1500.0,run vent to roof and redo laundry standpipe to code. For Housing Case H2022-00248 # 2.,"1812 FRANCISCO St, Berkeley, CA"
B2022-04091,Issued,09/01/2022,Residential,Alteration,1408,BERKELEY,Way,0.0,Replace knob and tube wiring inside (fishing method) and replace main service panel (4 meter) from 60 amps to 350 amps.,"1408 BERKELEY Way, Berkeley, CA"
B2022-04096,Issued,09/28/2022,Residential,Alteration,2945,RUSSELL,St,9825.0,Plan Set A - Seismic Retrofit of all four (4) walls of the crawlspace. In accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate.,"2945 RUSSELL St, Berkeley, CA"
B2022-04097,Issued,09/28/2022,Residential,Alteration,2322,WARD,St,9425.0,Plan Set A - Seismic Retrofit in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate.,"2322 WARD St, Berkeley, CA"
B2022-04100,Issued,09/13/2022,Residential,Alteration,1515,ADDISON,St,19200.0,"Replace (7) windows in kind. Windows #6,7 will change to casement style and keep maximum available size for egress.","1515 ADDISON St, Berkeley, CA"
B2022-04101,Issued,09/02/2022,Residential,Alteration,3400,CALIFORNIA,St,18000.0,Install new 200amp four meter disconnect panel plus four new two circuit sub panels,"3400 CALIFORNIA St, Berkeley, CA"
B2022-04103,Issued,09/13/2022,Residential,Alteration,1903,BERKELEY,Way,0.0,Install two ducted mini split system including ductwork more than 40 ft. Install 3 headed ductless mini split system. Run three circuits one for each ducted mini splits and one to power the ductless mini split.,"1903 BERKELEY Way, Berkeley, CA"
B2022-04104,Issued,09/09/2022,Residential,Alteration,902,BATAAN,Ave,0.0,Install 5.475 (DC) / 3.800 (AC) KW PV solar panels (15 modules) on the roof.,"902 BATAAN Ave, Berkeley, CA"
B2022-04104-REV01,Issued,11/17/2022,Residential,Alteration,902,BATAAN,Ave,0.0,Revision 01 to upgrade system size to 5.6 (DC) / 3.8 (AC) KW PV solar panels (14 modules) on the roof. Change the module type & layout. No increase in valuation.,"902 BATAAN Ave, Berkeley, CA"
B2022-04106,Issued,09/08/2022,Residential,Alteration,1329,ALBINA,Ave,0.0,Install 6.4 KW PV solar panels (16 modules) on the roof.,"1329 ALBINA Ave, Berkeley, CA"
B2022-04107,Issued,11/29/2022,Residential,Alteration,1150,ARCH,St,28000.0,Installation of 14 push piers to help stabilize the residence and to prevent further differential settlement.  Property in Fire Zone 2.,"1150 ARCH St, Berkeley, CA"
B2022-04108,Issued,09/16/2022,Residential,Alteration,1854,SAN RAMON,Ave,0.0,"Install 8.1 KW PV solar panels (20 modules) on the roof with a new Energy Storage System, 9.8 KWh Battery & 125 AMP backup loads subpanel. Fire Zone 2 Property.","1854 SAN RAMON Ave, Berkeley, CA"
B2022-04109,Issued,10/18/2022,Residential,Alteration,1445,CURTIS,St,28000.0,Bathroom remodel.,"1445 CURTIS St, Berkeley, CA"
B2022-04110,Issued,11/17/2022,Residential,Demolition,2830,CHERRY,St,2000.0,Demolish 215 SqFt detached garage.,"2830 CHERRY St, Berkeley, CA"
B2022-04112,Issued,09/28/2022,Residential,Alteration,1226,CARLOTTA,Ave,23925.0,Engineered retrofit for EBB in accordance with Chapter A3,"1226 CARLOTTA Ave, Berkeley, CA"
B2022-04113,Issued,09/28/2022,Residential,Alteration,931,SPRUCE,St,27475.0,Engineered retrofit for EBB in accordance with Chapter A3.  Property in Fire Zone 2.,"931 SPRUCE St, Berkeley, CA"
B2022-04114,Issued,10/06/2022,Residential,Alteration,1115,CARLETON,St,0.0,"Install 9.350 KW (DC) PV solar panels (22 modules) on the roof with a new 125 AMP backup loads panel, 125 AMP Generation Subpanel, Tesla Gateway & 5 KW Powerwall.","1115 CARLETON St, Berkeley, CA"
B2022-04114-REV01,Issued,11/07/2022,Residential,Alteration,1115,CARLETON,St,0.0,Revision 01 to correct the electrical line drawing & show the MOCPD in generation sub sized appropriately. No increase in valuation.,"1115 CARLETON St, Berkeley, CA"
B2022-04120,Issued,09/14/2022,Residential,,2306,EDWARDS,St,9000.0,We will upgrade the main service electrical panel to 200 amps,"2306 EDWARDS St, Berkeley, CA"
B2022-04121,Issued,09/06/2022,Residential,Alteration,111,TAMALPAIS,Rd,0.0,200A main panel upgrade.,"111 TAMALPAIS Rd, Berkeley, CA"
B2022-04122,Issued,12/08/2022,Residential,New,1417,NORTHSIDE,Ave,97500.0,Construct  attached ADU.,"1417 NORTHSIDE Ave, Berkeley, CA"
B2022-04124,Issued,09/06/2022,Residential,Alteration,510,GRIZZLY PEAK,Blvd,0.0,Replace (E) HVAC with new mini split.,"510 GRIZZLY PEAK Blvd, Berkeley, CA"
B2022-04125,Issued,09/06/2022,Residential,Alteration,2211,DERBY,St,0.0,Replace (E) furnace with air handler and heat pump.,"2211 DERBY St, Berkeley, CA"
B2022-04127,Issued,09/06/2022,Residential,Alteration,2,PANORAMIC,Way,16735.0,Replace (9) windows and 2 patio doors  in kind  Fire zone 3,"2 PANORAMIC Way, Berkeley, CA"
B2022-04128,Issued,09/06/2022,Residential,Alteration,11,ALVARADO,Rd,31479.0,Replace (22) windows and 1 patio door in kind.  Fire zone 2,"11 ALVARADO Rd, Berkeley, CA"
B2022-04129,Issued,09/12/2022,Residential,Alteration,1642,BANCROFT,Way,0.0,Install 6.0 KW PV solar panels (15 modules) on the roof.,"1642 BANCROFT Way, Berkeley, CA"
B2022-04133,Issued,09/06/2022,Residential,Alteration,1725,SHATTUCK,Ave,60000.0,"Remove and replace dry-rot framing in kind, replace stucco.","1725 SHATTUCK Ave, Berkeley, CA"
B2022-04134,Issued,09/07/2022,Residential,Alteration,1628,TYLER,St,22785.0,Removing and Replacing Electric Main Service- 400 Amps.,"1628 TYLER St, Berkeley, CA"
B2022-04135,Issued,09/06/2022,Residential,Alteration,1343,WARD,St,10800.0,Reroof-remove existing roofing material and replace with new torch down roof.,"1343 WARD St, Berkeley, CA"
B2022-04139,Issued,09/06/2022,Residential,Alteration,1408,BERKELEY,Way,20000.0,"Shower insert installed in bathroom, kitchen plumbing, direct vent wall heater in living room, and sheetrock replacement in unit to remediate mold  Per Housing Rpt# H2021-02932 Items 3-23.  Item #1 & 2 is correct by permit number B2022-01951 (Window Replacement).","1408 BERKELEY Way, Berkeley, CA"
B2022-04139-REV01,Issued,12/05/2022,Residential,Alteration,1408,BERKELEY,Way,20000.0,"Reduce scope of work to remove Housing Rpt items #1, #2,#3,#4,#6, #7, #8,# 9, #10, #11, #14, #16, #18, #19, #22, #23","1408 BERKELEY Way, Berkeley, CA"
B2022-04140,Issued,09/13/2022,Residential,Alteration,645,NEILSON,St,0.0,Install 4.0 KW (DC) PV solar panels (10 modules) on the roof.,"645 NEILSON St, Berkeley, CA"
B2022-04142,Issued,09/07/2022,Residential,Addition,40,HILLCREST,Rd,680.0,Upgrade the existing single meter 100 AMP to double meter 200 AMP for existing property and ADU [x.REF B2021-03087],"40 HILLCREST Rd, Berkeley, CA"
B2022-04146,Issued,09/07/2022,Residential,Alteration,1,AVENIDA,Dr,69700.0,200A MPU; 125A Sub Panel; Remediate Hazardous wiring by Fish Method.,"1 AVENIDA Dr, Berkeley, CA"
B2022-04149,Issued,10/26/2022,Residential,Alteration,2307,SACRAMENTO,St,175000.0,"Kitchen and bath remodel; porch steps repair; side yard stair replacement; voluntary seismic upgrade at the basement level; full window replacement.

** Contractor Micah added Electrical  to permit**
**Mech and Plumbing added 1/5/2023**","2307 SACRAMENTO St, Berkeley, CA"
B2022-04150,Issued,09/07/2022,Residential,Alteration,2412,CURTIS,St,21409.0,Kitchen remodel.,"2412 CURTIS St, Berkeley, CA"
B2022-04151,Issued,09/07/2022,Residential,Sign,1914,NAPA,Ave,2500.0,Service panel upgrade from 125 amp to 200 amp,"1914 NAPA Ave, Berkeley, CA"
B2022-04152,Issued,09/15/2022,Residential,Alteration,30,EL CAMINO REAL,,0.0,Install 10.40 KW (DC) PV solar panels (26 modules) on the roof. Fire Zone 2 Property.,
B2022-04152-REV01,Issued,11/03/2022,Residential,Alteration,30,EL CAMINO REAL,,0.0,Revision 01 to change the module layout. No increase in valuation. Fire Zone 2 Property.,
B2022-04153,Issued,09/07/2022,Residential,Alteration,2403,NINTH,St,0.0,"Revised: Main Panel upgrade- 200 Amps and meter replacement. 
200A main panel upgrade, (2) 100A sub panels.","2403 NINTH St, Berkeley, CA"
B2022-04154,Issued,09/08/2022,Residential,Alteration,645,CRESTON,Rd,5200.0,Will be doing an electrical panel changeout,"645 CRESTON Rd, Berkeley, CA"
B2022-04155,Issued,09/07/2022,Residential,,2023,PARKER,St,7500.0,"Upgrade main panel from 200amp to 400 amp
Subject to field inspection","2023 PARKER St, Berkeley, CA"
B2022-04158,Issued,09/07/2022,Residential,Alteration,1936,THOUSAND OAKS,Blvd,150000.0,In Kind repair concrete stairs and landing. Item 3A-2 and 3B-2.,"1936 THOUSAND OAKS Blvd, Berkeley, CA"
B2022-04159,Issued,09/07/2022,Residential,Alteration,1501,CURTIS,St,0.0,Replace water heater in kind ( H2022-00341 Item # 9).,"1501 CURTIS St, Berkeley, CA"
B2022-04162,Issued,09/07/2022,Residential,Alteration,2124,WARD,St,0.0,Installation of 200Amp meter main box.,"2124 WARD St, Berkeley, CA"
B2022-04163,Issued,09/07/2022,Residential,Alteration,2207,MARIN,Ave,28456.0,"Replacing 13 windows in kind, no change to openings, Fire Zone 2","2207 MARIN Ave, Berkeley, CA"
B2022-04167,Issued,09/07/2022,Residential,Alteration,1510,ASHBY,Ave,0.0,100amp subpanel replacement,"1510 ASHBY Ave, Berkeley, CA"
B2022-04168,Issued,09/07/2022,Residential,Alteration,2137,SACRAMENTO,St,0.0,"20amp to living room, 20amp to masterbed rm.","2137 SACRAMENTO St, Berkeley, CA"
B2022-04170,Issued,09/08/2022,Residential,Alteration,2525,ASHBY,Ave,35000.0,Replace all existing galvanized water supply lines currently in use with new copper piping throughout all 4 units.,"2525 ASHBY Ave, Berkeley, CA"
B2022-04171,Issued,09/22/2022,Residential,Alteration,1591,SAN LORENZO,Ave,0.0,Install 4.8 KW PV solar panels (12 modules) on the roof.,"1591 SAN LORENZO Ave, Berkeley, CA"
B2022-04172,Issued,09/19/2022,Residential,Alteration,1438,Fifth,St,0.0,Install 2.59 KW PV solar panels on the roof.  Main building permit B2021-05366,"1438 Fifth St, Berkeley, CA"
B2022-04173,Issued,09/19/2022,Residential,Alteration,1440,Fifth,St,0.0,Install 2.59 KW PV solar panels on the roof. Main building permit B2021-05315,"1440 Fifth St, Berkeley, CA"
B2022-04174,Issued,09/26/2022,Residential,Alteration,1442,FIFTH,St,0.0,Install 2.59 KW PV solar panels on the roof.  Main building permit B2021-05050,"1442 FIFTH St, Berkeley, CA"
B2022-04175,Issued,09/08/2022,Residential,Alteration,1630,MCGEE,Ave,4100.0,"Grounding (8) Receptacle
(4) Located in Living Rm.
(1) Located in Bed Rm. 
(1) Located In Bed Rm 2
(2) Located in Dining Rm.
Replace (1) Faulty GFCI in Downstairs Bath Rm.","1630 MCGEE Ave, Berkeley, CA"
B2022-04176,Issued,09/08/2022,Residential,Alteration,2319,PROSPECT,St,3400.0,"Run new low pressure gas line to new PG&E meter location.  This work was done for PG&E earlier this year.  PGE moved the gas meter for safety reasons and contracted us to reroute the house side of the gas line to the new meter location with little or no notice.  Per city requirements, we are asking for a rough and final inspection gas test.","2319 PROSPECT St, Berkeley, CA"
B2022-04178,Issued,09/08/2022,Residential,Alteration,1355,ADDISON,St,4800.0,"Run new low pressure gas line to new PG&E meter location.  This work was done for PG&E earlier this year.  PGE moved the gas meter for safety reasons and contracted us to reroute the house side of the gas line to the new meter location with little or no notice.  Per city requirements, we are asking for a rough and final inspection gas test.","1355 ADDISON St, Berkeley, CA"
B2022-04183,Issued,09/08/2022,Residential,Alteration,1531,LINCOLN,St,0.0,200A main panel upgrade.,"1531 LINCOLN St, Berkeley, CA"
B2022-04184,Issued,09/08/2022,Residential,Alteration,2158,VALLEY,St,0.0,200A main panel upgrade.,"2158 VALLEY St, Berkeley, CA"
B2022-04186,Issued,10/19/2022,Mixed Use,Alteration,948,GRAYSON,St,22922.0,Install 3.735 KW (DC) / 3.36 KW (AC) PV solar panels on the garage roof @ 948 Grayson St. The main structure address is 950 Grayson St.,"948 GRAYSON St, Berkeley, CA"
B2022-04187,Issued,09/08/2022,Residential,Alteration,494,VINCENTE,Ave,4500.0,Relocate gas line to new PGE meter for safety reasons.,"494 VINCENTE Ave, Berkeley, CA"
B2022-04188,Issued,09/08/2022,Residential,Alteration,105,TUNNEL,Rd,4000.0,Relocate gas line to new PGE meter for safety reasons.,"105 TUNNEL Rd, Berkeley, CA"
B2022-04191,Issued,09/08/2022,Residential,Alteration,3118,KING,St,0.0,"(2) New 100A sub panels, re-wire and new LED lights, subject to field inspection.","3118 KING St, Berkeley, CA"
B2022-04195,Issued,10/17/2022,Residential,Alteration,10,TERRACE,Walk,0.0,Install 7.59 KW (DC) PV solar panels (22 modules) on the roof. Fire Zone 2 Property.,"10 TERRACE Walk, Berkeley, CA"
B2022-04196,Issued,09/08/2022,Residential,Alteration,1749,DELAWARE,St,23425.0,"Reroof-remove existing layers of comp and install OSB plywood, install new comp","1749 DELAWARE St, Berkeley, CA"
B2022-04198,Issued,09/08/2022,Residential,Alteration,1418,BONITA,Ave,0.0,"200A main panel upgrade, 125A sub Panel, ne heat pump water heater in same location.","1418 BONITA Ave, Berkeley, CA"
B2022-04200,Issued,11/28/2022,Residential,Alteration,1746,SAN LORENZO,Ave,74000.0,"Remodel kitchen & bathroom. Remove nonbearing partition walls, enlarge kitchen, remove bedroom & add half bath with washer/dryer.","1746 SAN LORENZO Ave, Berkeley, CA"
B2022-04201,Issued,09/08/2022,Residential,Alteration,811,CHANNING,Way,0.0,EV Charging outlet,"811 CHANNING Way, Berkeley, CA"
B2022-04202,Issued,09/08/2022,Residential,Alteration,2138,MCKINLEY,Ave,0.0,Replace water heater same location (basement),"2138 MCKINLEY Ave, Berkeley, CA"
B2022-04203,Issued,10/13/2022,Residential,Alteration,2700,GRANT,St,0.0,"Upgrade electrical outlets, lighting, replace water lines, upgrade water service, new gas line & install tankless water heater on the exterior. (Performing work in Duplex / Unit 2700 Grant St & 2702 Grant St.)","2700 GRANT St, Berkeley, CA"
B2022-04210,Issued,09/08/2022,Residential,Alteration,2310,TENTH,St,17000.0,complete home Rewiring- Ref B2022-04210,"2310 TENTH St, Berkeley, CA"
B2022-04216,Issued,09/22/2022,Residential,Alteration,2341,ROOSEVELT,Ave,0.0,Install 3.20 KW (DC) PV solar panels (8 modules) on the roof with a 10 KWh Energy Storage System.,"2341 ROOSEVELT Ave, Berkeley, CA"
B2022-04217,Issued,09/22/2022,Residential,Alteration,3064,BUENA VISTA,Way,0.0,Install 5.20 KW (DC) PV solar panels (13 modules) on the roof. Fire Zone 2 Property.,"3064 BUENA VISTA Way, Berkeley, CA"
B2022-04223,Issued,10/18/2022,Residential,Alteration,1701,CAPISTRANO,Ave,6681.0,Install single headed ductless mini split system in detached Studio/study,"1701 CAPISTRANO Ave, Berkeley, CA"
B2022-04225,Issued,12/05/2022,Residential,Alteration,2134,M L KING JR,Way,2999.0,Temporary use of the north wing for the Berkeley Emergency Storm Shelter for unhoused persons.,"2134 M L KING JR Way, Berkeley, CA"
B2022-04228,Issued,09/14/2022,Residential,Alteration,3035,HARPER,St,0.0,Install 4.0 KW PV solar panels (10 modules) on the roof.,"3035 HARPER St, Berkeley, CA"
B2022-04229,Issued,09/12/2022,Residential,Alteration,3019,DEAKIN,St,0.0,"Service Upgrade 200 Amps, 125 amp subpanel, replace knob and tube wires, phishing method.","3019 DEAKIN St, Berkeley, CA"
B2022-04230,Issued,09/12/2022,Residential,Alteration,1445,NEILSON,St,6000.0,install 200 amp service,"1445 NEILSON St, Berkeley, CA"
B2022-04232,Issued,09/12/2022,Residential,Alteration,1635,FRANCISCO,St,2600.0,"For housing case H2022-00255 item # 7 & H2022-00615 Item # 7. Replace wall furnace in unit A, replacing the water heater in unit F (Common Room) at storage room 5, improve conditions of existing water heaters to current code. 4/26/23 - Wall heater removed from scope of work.","1635 FRANCISCO St, Berkeley, CA"
B2022-04233,Issued,11/16/2022,Residential,Alteration,3018,M L KING JR,Way,47000.0,Remodel bathroom & laundry to create two (2) bathrooms with washer dryer.,"3018 M L KING JR Way, Berkeley, CA"
B2022-04240,Issued,09/13/2022,Residential,Alteration,1272,FRANCISCO,St,0.0,Install 4.86 KW (DC) / 7.6 KW (AC) PV solar panels (12 modules) on the roof.,"1272 FRANCISCO St, Berkeley, CA"
B2022-04241,Issued,11/07/2022,Residential,Alteration,1862,ARCH,St,67185.45,Remodel Unit 4 and structural alterations.  Property in Fire Zone 2.,"1862 ARCH St, Berkeley, CA"
B2022-04243,Issued,09/13/2022,Residential,Sign,28,ROBLE,Rd,8380.0,Remove tiles. Install new underlayment and re-install tiles back in place.,"28 ROBLE Rd, Berkeley, CA"
B2022-04245,Issued,09/19/2022,Residential,Alteration,904,BANCROFT,Way,5000.0,"CASE# H2022-00512: ITEM# 1, 6, 7, 8, 9  . Case# H2022-00399 Common Areas Items# 1 & 2
Case # H2022-00512 #A. areas:1,2,6,7,8,9,13. pages 1-3 Case # H2022-00514 #A. Areas 2,4,5,6. pages,1-2
Case# H2022-00515 #B. Areas 1,","904 BANCROFT Way, Berkeley, CA"
B2022-04248,Issued,09/13/2022,Residential,,73,EL CAMINO REAL,,1000.0,Upgrade existing 100Amp main service to a 200Amp main service.,
B2022-04249,Issued,09/13/2022,Residential,,1306,CARRISON,St,1600.0,Installation of EV charger.,"1306 CARRISON St, Berkeley, CA"
B2022-04251,Issued,09/13/2022,Residential,Alteration,2536,PIEDMONT,Ave,38500.0,"Reroof: Remove/replace roof, roof deck, underlayment, asphalt shingles, sheet metal, gutters and spouts, roof vents. Approx. 2800 SF.","2536 PIEDMONT Ave, Berkeley, CA"
B2022-04253,Issued,12/21/2022,Residential,Alteration,1919,PARKER,St,20000.0,Convert existing permitted accessory structure into an accessory dwelling unit (ADU).,"1919 PARKER St, Berkeley, CA"
